id;artist;song;duration_sec;explicit;year;genre;popularity;;;;;;;;
300;P!nk;Don't Let Me Get Me - Radio Edit;211;FALSE;2001;pop;60;;;;;;;;
301;50 Cent;In Da Club;193;TRUE;2003;hip hop, pop;81;;;;;;;;
302;Sean Paul;Get Busy;212;FALSE;2002;hip hop, pop;74;;;;;;;;
303;Eminem;"Lose Yourself - From ""8 Mile"" Soundtrack";322;TRUE;2004;hip hop;77;;;;;;;;
304;Beyoncé;Crazy In Love (feat. Jay-Z);236;FALSE;2003;pop, R&B;76;;;;;;;;
305;Counting Crows;Big Yellow Taxi;225;FALSE;2003;rock, pop;50;;;;;;;;
306;Black Eyed Peas;Where Is The Love?;273;FALSE;2003;hip hop, pop;68;;;;;;;;
307;Jennifer Lopez;Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix;188;FALSE;2002;hip hop, pop, R&B;70;;;;;;;;
308;Black Eyed Peas;Shut Up;296;FALSE;2003;hip hop, pop;56;;;;;;;;
309;t.A.T.u.;All The Things She Said;214;TRUE;2020;pop;39;;;;;;;;
310;Benny Benassi;Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz;286;FALSE;2003;pop, Dance/Electronic;66;;;;;;;;
311;Busta Rhymes;I Know What You Want (feat. Flipmode Squad);324;TRUE;2002;hip hop, pop;68;;;;;;;;
312;Panjabi MC;Mundian to Bach Ke;245;FALSE;2003;World/Traditional, hip hop;61;;;;;;;;
313;Mis-Teeq;Scandalous - U.S. Radio Edit;239;FALSE;2004;pop, Dance/Electronic;59;;;;;;;;
314;JAY-Z;03' Bonnie & Clyde;206;TRUE;2002;hip hop;71;;;;;;;;
315;50 Cent;P.I.M.P.;249;TRUE;2003;hip hop, pop;76;;;;;;;;
316;Jamelia;Superstar;215;FALSE;2003;pop;69;;;;;;;;
317;Linkin Park;Faint;163;FALSE;2003;rock, metal;72;;;;;;;;
318;DMX;X Gon' Give It To Ya;218;TRUE;2007;hip hop, pop;70;;;;;;;;
319;Evanescence;Bring Me To Life;236;FALSE;2003;metal;79;;;;;;;;
320;Sugababes;Hole In The Head;218;FALSE;2003;pop, R&B;57;;;;;;;;
321;Craig David;Rise & Fall (feat. Sting);287;FALSE;2002;hip hop, pop, R&B;59;;;;;;;;
322;Three Days Grace;I Hate Everything About You;231;FALSE;2003;rock, metal;72;;;;;;;;
323;Lil Jon & The East Side Boyz;Get Low;325;FALSE;2002;hip hop, pop;47;;;;;;;;
324;B2K;Bump, Bump, Bump (feat. P. Diddy);283;FALSE;2003;hip hop, pop, R&B;62;;;;;;;;
325;Baby Bash;Suga Suga;239;FALSE;2003;hip hop, pop, R&B, latin;73;;;;;;;;
326;Aaliyah;Miss You - Main;245;FALSE;2002;hip hop, pop, R&B;36;;;;;;;;
327;Britney Spears;Me Against the Music (feat. Madonna) - LP Version / Video Mix;224;FALSE;2003;pop;59;;;;;;;;
328;Blue;Sorry Seems To Be The Hardest Word;210;FALSE;2004;pop;57;;;;;;;;
329;Delta Goodrem;Lost Without You;249;FALSE;2003;pop;54;;;;;;;;
330;Justin Timberlake;Rock Your Body;267;FALSE;2002;pop;76;;;;;;;;
331;The White Stripes;Seven Nation Army;232;FALSE;2003;rock, blues;3;;;;;;;;
332;Youngbloodz;Damn! (feat. Lil' Jon) - Club Mix;299;TRUE;2003;hip hop, pop;54;;;;;;;;
333;Beyoncé;Baby Boy (feat. Sean Paul);245;FALSE;2003;pop, R&B;63;;;;;;;;
334;Lil' Kim;Magic Stick;360;TRUE;2019;hip hop, pop, R&B;47;;;;;;;;
335;Christina Aguilera;Can't Hold Us Down (feat. Lil' Kim);255;FALSE;2002;pop;61;;;;;;;;
336;Nickelback;Someday;207;FALSE;2003;rock, metal;68;;;;;;;;
337;Blue;U Make Me Wanna - Radio Edit;222;FALSE;2003;pop;48;;;;;;;;
338;Ashanti;Rain On Me;298;FALSE;2003;hip hop, pop, R&B;50;;;;;;;;
339;Trapt;Headstrong;286;TRUE;2002;rock, metal;72;;;;;;;;
340;Simply Red;Sunrise;199;FALSE;2008;rock, R&B, Folk/Acoustic, pop;58;;;;;;;;
341;Lumidee;Never Leave You (Uh Oooh, Uh Oooh);185;FALSE;2003;pop, R&B;61;;;;;;;;
342;Girls Aloud;Sound Of The Underground;221;FALSE;2003;pop, Dance/Electronic;58;;;;;;;;
343;Nelly;Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster;294;FALSE;2016;hip hop, pop, R&B;52;;;;;;;;
344;Room 5;Make Luv;212;FALSE;2003;Dance/Electronic;57;;;;;;;;
345;Fatman Scoop;Be Faithful;165;TRUE;2009;hip hop;49;;;;;;;;
346;Limp Bizkit;Behind Blue Eyes;270;FALSE;2003;metal;70;;;;;;;;
347;Sugababes;Too Lost In You;238;FALSE;2003;pop, R&B;58;;;;;;;;
348;50 Cent;"Wanksta - From ""8 Mile"" Soundtrack";219;TRUE;2003;hip hop, pop;57;;;;;;;;
349;Pharrell Williams;Frontin' (feat. Jay-Z) - Club Mix;237;TRUE;2003;hip hop, pop;67;;;;;;;;
350;Chingy;Right Thurr;251;TRUE;2003;hip hop, pop, R&B;69;;;;;;;;
351;Eminem;Sing For The Moment;340;TRUE;2002;hip hop;71;;;;;;;;
352;Lil' Kim;The Jump Off (feat. Mr. Cheeks) - Remix;235;TRUE;2003;hip hop, pop, R&B;48;;;;;;;;
353;Mýa;My Love Is Like...Wo - Main Mix;210;FALSE;2003;pop, R&B;48;;;;;;;;
354;50 Cent;21 Questions;224;TRUE;2003;hip hop, pop;72;;;;;;;;
355;Nelly;Air Force Ones;304;TRUE;2002;hip hop, pop, R&B;61;;;;;;;;
356;Missy Elliott;Gossip Folks (feat. Ludacris);235;TRUE;2002;hip hop, pop, R&B;57;;;;;;;;
357;Girls Aloud;Jump;220;FALSE;2003;pop, Dance/Electronic;60;;;;;;;;
358;Ultrabeat;Pretty Green Eyes - Radio Edit;202;FALSE;2003;pop, Dance/Electronic;59;;;;;;;;
359;Christina Aguilera;Fighter;246;FALSE;2002;pop;67;;;;;;;;
360;Frankie J;Don't Wanna Try;245;FALSE;2003;hip hop, pop, R&B;49;;;;;;;;
361;Snoop Dogg;Beautiful;299;TRUE;2005;hip hop, pop;67;;;;;;;;
362;Floetry;Say Yes;268;FALSE;2002;hip hop, pop, R&B;57;;;;;;;;
363;Ginuwine;In Those Jeans;243;TRUE;2003;hip hop, pop, R&B;59;;;;;;;;
364;Electric Six;Danger! High Voltage - Soulchild Radio Mix;215;FALSE;2003;rock;0;;;;;;;;
365;Rachel Stevens;Sweet Dreams My LA Ex - Radio Edit;208;FALSE;2003;pop, Dance/Electronic;38;;;;;;;;
366;Ludacris;Stand Up;214;TRUE;2003;hip hop, pop;57;;;;;;;;
367;Nas;I Can;254;FALSE;2002;hip hop;58;;;;;;;;
368;3 Doors Down;When I'm Gone;260;FALSE;2002;pop, rock, metal;67;;;;;;;;
369;Tyrese;How You Gonna Act Like That;295;FALSE;2002;hip hop, pop, R&B;60;;;;;;;;
370;Justin Timberlake;Cry Me a River;288;FALSE;2002;pop;73;;;;;;;;
371;Westlife;Mandy;199;FALSE;2003;pop;57;;;;;;;;
372;No Doubt;It's My Life;226;FALSE;2003;rock, pop;60;;;;;;;;
373;Amanda Perez;Angel;219;FALSE;2003;pop, R&B;48;;;;;;;;
374;JAY-Z;Excuse Me Miss;281;TRUE;2002;hip hop;56;;;;;;;;
375;Coldplay;Clocks;308;FALSE;2002;rock, pop;79;;;;;;;;
376;Kelly Rowland;Stole;249;FALSE;2002;hip hop, pop, R&B;54;;;;;;;;
377;Missy Elliott;Work It;263;TRUE;2002;hip hop, pop, R&B;70;;;;;;;;
378;Ashanti;Rock Wit U (Awww Baby);209;FALSE;2003;hip hop, pop, R&B;65;;;;;;;;
379;Junior Senior;Move Your Feet;182;FALSE;2002;pop;67;;;;;;;;
380;Audioslave;Like a Stone;294;FALSE;2002;rock, metal;75;;;;;;;;
381;Sean Paul;Like Glue;233;FALSE;2002;hip hop, pop;61;;;;;;;;
382;Jaheim;Put That Woman First;246;TRUE;2002;pop, R&B;55;;;;;;;;
383;Jennifer Lopez;All I Have (feat. LL Cool J);254;FALSE;2002;hip hop, pop, R&B;60;;;;;;;;
384;Monica;So Gone;243;FALSE;2003;pop, R&B;64;;;;;;;;
385;Dido;White Flag;240;FALSE;2003;pop;44;;;;;;;;
386;The Roots;The Seed (2.0);268;TRUE;2002;hip hop;63;;;;;;;;
387;Chingy;Holidae In;314;TRUE;2003;hip hop, pop, R&B;61;;;;;;;;
388;Fabolous;Can't Let You Go (feat. Mike Shorey & Lil' Mo);224;TRUE;2003;hip hop, pop, R&B;61;;;;;;;;
389;Kelly Clarkson;Miss Independent;215;FALSE;2003;pop, R&B;47;;;;;;;;
390;Ja Rule;Mesmerize;279;TRUE;2002;hip hop, pop, R&B;61;;;;;;;;
391;Matchbox Twenty;Unwell;229;FALSE;2002;pop, rock;63;;;;;;;;
392;Outkast;The Way You Move (feat. Sleepy Brown);234;TRUE;2003;hip hop, pop;66;;;;;;;;
393;Fabolous;Into You (feat. Tamia);296;TRUE;2003;hip hop, pop, R&B;67;;;;;;;;
394;Switchfoot;Meant to Live;201;FALSE;2003;rock, pop;61;;;;;;;;
395;Daniel Bedingfield;If You're Not The One;257;FALSE;2002;pop;58;;;;;;;;
396;Good Charlotte;Lifestyles of the Rich & Famous;190;FALSE;2002;rock, metal;68;;;;;;;;
397;Wayne Wonder;No Letting Go;202;FALSE;2003;hip hop, R&B;63;;;;;;;;
398;The Strokes;Reptilia;220;FALSE;2003;rock;74;;;;;;;;
399;Avril Lavigne;I'm with You;223;FALSE;2002;pop;70;;;;;;;;
400;Will Young;Leave Right Now;215;FALSE;2003;pop;55;;;;;;;;
401;Usher;Yeah! (feat. Lil Jon & Ludacris);250;FALSE;2004;hip hop, pop, R&B;81;;;;;;;;
402;Maroon 5;This Love;206;FALSE;2002;pop;77;;;;;;;;
403;Britney Spears;Toxic;199;FALSE;2003;pop;81;;;;;;;;
404;Outkast;Hey Ya!;235;FALSE;2003;hip hop, pop;80;;;;;;;;
405;Hoobastank;The Reason;233;FALSE;2003;pop, rock, metal;79;;;;;;;;
406;Anastacia;Left Outside Alone;257;FALSE;2004;pop;65;;;;;;;;
407;Daddy Yankee;Gasolina;193;FALSE;2004;latin;11;;;;;;;;
408;Black Eyed Peas;Let's Get It Started - Spike Mix;218;FALSE;2004;hip hop, pop;53;;;;;;;;
409;O-Zone;Dragostea Din Tei;215;FALSE;2004;pop;56;;;;;;;;
410;Terror Squad;Lean Back;247;TRUE;2004;hip hop;67;;;;;;;;
411;Anastacia;Sick and Tired;212;FALSE;1999;pop;56;;;;;;;;
412;Gwen Stefani;What You Waiting For?;221;FALSE;2004;pop, R&B;60;;;;;;;;
413;Ashanti;Only U - No Intro;186;FALSE;2004;hip hop, pop, R&B;56;;;;;;;;
414;The Rasmus;In the Shadows;258;FALSE;2003;metal;68;;;;;;;;
415;Houston;I Like That;237;FALSE;2004;hip hop, pop;59;;;;;;;;
416;Beyoncé;Naughty Girl;209;FALSE;2003;pop, R&B;63;;;;;;;;
417;Linkin Park;Numb;186;FALSE;2003;rock, metal;81;;;;;;;;
418;Lloyd Banks;On Fire;187;TRUE;2004;hip hop, pop;61;;;;;;;;
419;Akon;Locked Up;235;TRUE;2004;pop;16;;;;;;;;
420;D12;My Band;299;TRUE;2004;hip hop, pop, rock;73;;;;;;;;
421;Jay Sean;Eyes On You - Radio Mix;190;FALSE;2004;hip hop, pop, R&B;42;;;;;;;;
422;Mario Winans;I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster;257;FALSE;2016;pop;66;;;;;;;;
423;Destiny's Child;Lose My Breath;242;FALSE;2004;pop, R&B;61;;;;;;;;
424;Eric Prydz;Call on Me - Radio Mix;171;FALSE;2004;pop, Dance/Electronic;72;;;;;;;;
425;Ciara;Goodies (feat. Petey Pablo);223;FALSE;2004;pop, R&B;67;;;;;;;;
426;Kelis;Trick Me;206;TRUE;2003;pop, R&B, Dance/Electronic;63;;;;;;;;
427;LL Cool J;Headsprung;267;FALSE;2004;hip hop, pop, R&B;56;;;;;;;;
428;Spiderbait;Black Betty - Edit;206;FALSE;2004;rock;63;;;;;;;;
429;George Michael;Amazing;266;FALSE;2004;set();57;;;;;;;;
430;Britney Spears;My Prerogative;214;FALSE;2004;pop;53;;;;;;;;
431;Nina Sky;Move Ya Body;232;FALSE;2004;pop, R&B;67;;;;;;;;
432;Baby Bash;Suga Suga;239;FALSE;2003;hip hop, pop, R&B, latin;73;;;;;;;;
433;Petey Pablo;Freek-A-Leek;235;TRUE;2003;hip hop, pop;56;;;;;;;;
434;JAY-Z;Dirt Off Your Shoulder;245;TRUE;2003;hip hop;53;;;;;;;;
435;Juanes;La Camisa Negra;217;FALSE;2004;pop, latin;70;;;;;;;;
436;Avril Lavigne;Nobody's Home;212;FALSE;2004;pop;61;;;;;;;;
437;Robbie Williams;Radio;234;FALSE;2004;pop, rock;33;;;;;;;;
438;Black Eyed Peas;Hey Mama;215;TRUE;2003;hip hop, pop;49;;;;;;;;
439;Ying Yang Twins;Salt Shaker;252;TRUE;2003;hip hop, pop;61;;;;;;;;
440;Enrique Iglesias;Not In Love - Radio Mix;223;FALSE;2003;pop, latin;37;;;;;;;;
441;Kelis;Milkshake;183;FALSE;2003;pop, R&B, Dance/Electronic;68;;;;;;;;
442;Linkin Park;Breaking the Habit;197;FALSE;2003;rock, metal;68;;;;;;;;
443;JoJo;Leave (Get Out) - Radio Edit;243;FALSE;2005;hip hop, pop, R&B;49;;;;;;;;
444;Christina Milian;Dip It Low;197;FALSE;2004;hip hop, pop, R&B;45;;;;;;;;
445;Avant;Read Your Mind;264;FALSE;2003;pop, R&B;56;;;;;;;;
446;Eminem;Just Lose It;249;TRUE;2004;hip hop;67;;;;;;;;
447;Sugababes;Too Lost In You;238;FALSE;2003;pop, R&B;58;;;;;;;;
448;Snoop Dogg;Drop It Like It's Hot;266;TRUE;2004;hip hop, pop;39;;;;;;;;
449;Sean Paul;I'm Still in Love with You (feat. Sasha);273;FALSE;2002;hip hop, pop;68;;;;;;;;
450;The Shapeshifters;Lola's Theme - Radio Edit;207;FALSE;2004;Dance/Electronic;65;;;;;;;;
451;D12;How Come;250;TRUE;2004;hip hop, pop, rock;57;;;;;;;;
452;Basement Jaxx;Good Luck;282;FALSE;2003;pop, Dance/Electronic;0;;;;;;;;
453;Kevin Lyttle;Turn Me On;192;FALSE;2004;hip hop;67;;;;;;;;
454;Chingy;One Call Away;277;FALSE;2003;hip hop, pop, R&B;61;;;;;;;;
455;T.I.;Bring Em Out;217;TRUE;2004;hip hop, pop;63;;;;;;;;
456;DJ Casper;Cha Cha Slide - Hardino Mix;222;FALSE;2004;set();51;;;;;;;;
457;Kylie Minogue;I Believe in You;201;FALSE;2004;pop, Dance/Electronic;47;;;;;;;;
458;Twista;Overnight Celebrity;233;TRUE;2004;hip hop, pop, R&B;66;;;;;;;;
459;N.E.R.D;She Wants To Move;214;FALSE;2004;hip hop;57;;;;;;;;
460;Britney Spears;Everytime;230;FALSE;2003;pop;63;;;;;;;;
461;U2;Vertigo;194;FALSE;2004;World/Traditional, rock;64;;;;;;;;
462;Franz Ferdinand;Take Me Out;237;FALSE;2004;rock;77;;;;;;;;
463;J-Kwon;Tipsy - Club Mix;247;TRUE;2001;hip hop, pop;59;;;;;;;;
464;G-Unit;Wanna Get To Know You;265;TRUE;2003;hip hop, pop;61;;;;;;;;
465;Lil' Flip;Sunshine (feat. Lea);225;TRUE;2004;hip hop, pop;42;;;;;;;;
466;Kanye West;Jesus Walks;194;TRUE;2004;hip hop;73;;;;;;;;
467;Evanescence;My Immortal;263;FALSE;2003;metal;72;;;;;;;;
468;Nelly;My Place;337;TRUE;2004;hip hop, pop, R&B;57;;;;;;;;
469;Lemar;If There's Any Justice;229;FALSE;2004;R&B;46;;;;;;;;
470;No Doubt;It's My Life;226;FALSE;2003;rock, pop;60;;;;;;;;
471;Avril Lavigne;Don't Tell Me;202;FALSE;2004;pop;58;;;;;;;;
472;Twista;Slow Jamz;316;TRUE;2004;hip hop, pop, R&B;72;;;;;;;;
473;Green Day;American Idiot;176;TRUE;2004;rock;77;;;;;;;;
474;Kelis;Millionaire;225;FALSE;2003;pop, R&B, Dance/Electronic;57;;;;;;;;
475;Scissor Sisters;Comfortably Numb;266;FALSE;2004;pop, rock, Dance/Electronic;43;;;;;;;;
476;Alicia Keys;Diary (feat. Tony! Toni! Tone! & Jermaine Paul);284;FALSE;2003;pop, R&B;55;;;;;;;;
477;Kanye West;Through The Wire;221;TRUE;2004;hip hop;76;;;;;;;;
478;Special D.;Come With Me - Radio Edit;185;FALSE;2004;pop;61;;;;;;;;
479;Ludacris;Splash Waterfalls;291;TRUE;2003;hip hop, pop;48;;;;;;;;
480;Avril Lavigne;My Happy Ending;242;TRUE;2004;pop;68;;;;;;;;
481;Dido;White Flag;240;FALSE;2003;pop;44;;;;;;;;
482;Eamon;Fuck It (I Don't Want You Back);225;TRUE;2004;set();64;;;;;;;;
483;Beyoncé;Me, Myself and I;301;FALSE;2003;pop, R&B;62;;;;;;;;
484;3 Doors Down;Here Without You;239;FALSE;2002;pop, rock, metal;74;;;;;;;;
485;Kanye West;All Falls Down;224;TRUE;2004;hip hop;80;;;;;;;;
486;Twista;Sunshine (feat. Anthony Hamilton);226;TRUE;2004;hip hop, pop, R&B;56;;;;;;;;
487;Katie Melua;The Closest Thing to Crazy;252;FALSE;2003;pop, easy listening, jazz;55;;;;;;;;
488;Usher;My Boo;223;FALSE;2004;hip hop, pop, R&B;76;;;;;;;;
489;Lloyd;Southside;278;FALSE;2004;hip hop, pop, R&B;59;;;;;;;;
490;LMC;Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit;172;FALSE;2004;Dance/Electronic;59;;;;;;;;
491;The Streets;Fit but You Know It;254;TRUE;2004;hip hop, Dance/Electronic;58;;;;;;;;
492;JUVENILE;Slow Motion;248;TRUE;2003;hip hop, pop;64;;;;;;;;
493;Outkast;The Way You Move (feat. Sleepy Brown);234;TRUE;2003;hip hop, pop;66;;;;;;;;
494;Girls Aloud;Love Machine;205;FALSE;2004;pop, Dance/Electronic;59;;;;;;;;
495;Jessica Simpson;With You;192;FALSE;2003;pop, R&B;57;;;;;;;;
496;Eminem;Like Toy Soldiers;297;TRUE;2004;hip hop;48;;;;;;;;
497;Gary Jules;Mad World (Feat. Michael Andrews);190;FALSE;2001;pop;65;;;;;;;;
498;Ashlee Simpson;Pieces Of Me;217;FALSE;2004;pop;56;;;;;;;;
499;Will Young;Leave Right Now;215;FALSE;2003;pop;55;;;;;;;;
500;Alicia Keys;You Don't Know My Name;367;FALSE;2003;pop, R&B;61;;;;;;;;
501;Mariah Carey;We Belong Together;201;FALSE;2005;pop, R&B;69;;;;;;;;
502;Mario;Let Me Love You;257;FALSE;2004;pop, R&B;72;;;;;;;;
503;Kanye West;Gold Digger;208;TRUE;2005;hip hop;78;;;;;;;;
504;Rihanna;Pon de Replay;247;FALSE;2005;hip hop, pop, R&B;77;;;;;;;;
505;50 Cent;Candy Shop;209;TRUE;2005;hip hop, pop;79;;;;;;;;
506;James Blunt;You're Beautiful;209;TRUE;2005;pop;75;;;;;;;;
507;Green Day;Boulevard of Broken Dreams;261;TRUE;2004;rock;72;;;;;;;;
508;The Pussycat Dolls;Don't Cha;272;FALSE;2005;pop, R&B;72;;;;;;;;
509;Daniel Powter;Bad Day;234;FALSE;2005;pop;74;;;;;;;;
510;Akon;Bananza (Belly Dancer);238;FALSE;2004;pop;28;;;;;;;;
511;Madonna;Hung Up;338;FALSE;2005;pop;74;;;;;;;;
512;50 Cent;Just A Lil Bit;238;TRUE;2005;hip hop, pop;76;;;;;;;;
513;Crazy Frog;Axel F;169;FALSE;2005;pop;67;;;;;;;;
514;Eminem;Ass Like That;265;TRUE;2004;hip hop;52;;;;;;;;
515;Sean Paul;We Be Burnin';213;FALSE;2005;hip hop, pop;59;;;;;;;;
516;Gwen Stefani;Rich Girl;236;FALSE;2004;pop, R&B;68;;;;;;;;
517;The Chemical Brothers;Galvanize;394;FALSE;2005;Dance/Electronic;63;;;;;;;;
518;Fort Minor;Remember the Name (feat. Styles of Beyond);230;TRUE;2005;hip hop, pop, rock;73;;;;;;;;
519;50 Cent;Disco Inferno;214;TRUE;2005;hip hop, pop;72;;;;;;;;
520;The Game;How We Do;236;TRUE;2005;hip hop, pop;74;;;;;;;;
521;Chris Brown;Run It! (feat. Juelz Santana);230;FALSE;2005;hip hop, pop, R&B;71;;;;;;;;
522;Mariah Carey;It's Like That;203;FALSE;2005;pop, R&B;0;;;;;;;;
523;Black Eyed Peas;My Humps;327;FALSE;2005;hip hop, pop;67;;;;;;;;
524;Ciara;Oh (feat. Ludacris);256;FALSE;2004;pop, R&B;61;;;;;;;;
525;50 Cent;Outta Control - Remix;248;TRUE;2005;hip hop, pop;60;;;;;;;;
526;Baby Bash;Baby, I'm Back;220;TRUE;2005;hip hop, pop, R&B, latin;4;;;;;;;;
527;Jennifer Lopez;Get Right;226;FALSE;2005;hip hop, pop, R&B;65;;;;;;;;
528;JAY-Z;Numb / Encore;206;TRUE;2004;hip hop;76;;;;;;;;
529;The Game;Hate It Or Love It;206;TRUE;2005;hip hop, pop;77;;;;;;;;
530;Gorillaz;Feel Good Inc.;223;FALSE;2005;hip hop;82;;;;;;;;
531;Black Eyed Peas;Don't Phunk With My Heart;240;FALSE;2005;hip hop, pop;62;;;;;;;;
532;Akon;Lonely;236;TRUE;2004;pop;21;;;;;;;;
533;Bodyrockers;I Like The Way - Radio Edit;200;FALSE;2005;rock, Dance/Electronic;54;;;;;;;;
534;Sugababes;Push The Button;218;FALSE;2005;pop, R&B;64;;;;;;;;
535;Jeezy;Soul Survivor;280;TRUE;2005;hip hop, pop;55;;;;;;;;
536;Eminem;Mockingbird;251;TRUE;2004;hip hop;77;;;;;;;;
537;Shakira;La Tortura (feat. Alejandro Sanz);213;FALSE;2005;pop, latin;72;;;;;;;;
538;Gorillaz;DARE;245;FALSE;2005;hip hop;73;;;;;;;;
539;Snoop Dogg;Signs;237;TRUE;2004;hip hop, pop;54;;;;;;;;
540;Robbie Williams;Tripping;277;FALSE;2005;pop, rock;58;;;;;;;;
541;David Banner;Play;230;TRUE;2005;hip hop, pop;52;;;;;;;;
542;Trillville;Some Cut;283;TRUE;2004;hip hop, pop;50;;;;;;;;
543;D4L;Laffy Taffy;224;TRUE;2005;hip hop, pop;63;;;;;;;;
544;Missy Elliott;Lose Control (feat. Ciara & Fat Man Scoop);227;TRUE;2005;hip hop, pop, R&B;67;;;;;;;;
545;Rob Thomas;Lonely No More;227;FALSE;2005;pop, Folk/Acoustic;56;;;;;;;;
546;Brian McFadden;Almost Here;230;FALSE;2004;set();42;;;;;;;;
547;Bobby V.;"Slow Down - 12"" Version";259;FALSE;2005;hip hop, pop, R&B;65;;;;;;;;
548;Backstreet Boys;Incomplete;240;FALSE;2005;pop;63;;;;;;;;
549;Pretty Ricky;Grind With Me;238;TRUE;2005;hip hop, pop, R&B;63;;;;;;;;
550;Kanye West;Diamonds From Sierra Leone - Remix;233;TRUE;2005;hip hop;61;;;;;;;;
551;Snoop Dogg;Drop It Like It's Hot;266;TRUE;2004;hip hop, pop;39;;;;;;;;
552;Fat Joe;Get It Poppin' (feat. Nelly) - Radio Version;211;FALSE;2005;hip hop, pop;41;;;;;;;;
553;Destiny's Child;Soldier (feat. T.I. & Lil' Wayne);326;FALSE;2004;pop, R&B;63;;;;;;;;
554;Ciara;1, 2 Step (feat. Missy Elliott) - Main;202;FALSE;2005;pop, R&B;52;;;;;;;;
555;Amerie;1 Thing;239;FALSE;2008;hip hop, pop, R&B;52;;;;;;;;
556;Ludacris;Get Back;271;TRUE;2004;hip hop, pop;59;;;;;;;;
557;Franz Ferdinand;Do You Want To;215;FALSE;2005;rock;61;;;;;;;;
558;Natalie Imbruglia;Shiver;223;FALSE;2005;pop, Folk/Acoustic;52;;;;;;;;
559;Gwen Stefani;Hollaback Girl;200;TRUE;2004;pop, R&B;69;;;;;;;;
560;Pretty Ricky;Your Body;240;TRUE;2005;hip hop, pop, R&B;59;;;;;;;;
561;Thirty Seconds To Mars;The Kill;232;FALSE;2005;rock;74;;;;;;;;
562;Alicia Keys;Karma;256;FALSE;2003;pop, R&B;50;;;;;;;;
563;2Pac;Ghetto Gospel;238;TRUE;2004;hip hop;68;;;;;;;;
564;Craig David;Don't Love You No More (I'm Sorry);244;FALSE;2005;hip hop, pop, R&B;56;;;;;;;;
565;Katie Melua;Nine Million Bicycles;197;FALSE;2005;pop, easy listening, jazz;60;;;;;;;;
566;Lil Jon & The East Side Boyz;Lovers And Friends;261;TRUE;2004;hip hop, pop;66;;;;;;;;
567;Mariah Carey;Don't Forget About Us - Radio Edit;234;FALSE;2005;pop, R&B;0;;;;;;;;
568;Ying Yang Twins;Wait (The Whisper Song);179;TRUE;2005;hip hop, pop;57;;;;;;;;
569;Will Smith;Switch;198;FALSE;2020;hip hop, pop;34;;;;;;;;
570;Bow Wow;Like You (feat. Ciara);206;FALSE;2005;hip hop, pop, R&B;66;;;;;;;;
571;Kaiser Chiefs;Everyday I Love You Less And Less;218;FALSE;2005;rock;58;;;;;;;;
572;Kelly Clarkson;Behind These Hazel Eyes;199;FALSE;2004;pop, R&B;59;;;;;;;;
573;Black Eyed Peas;Don't Lie;219;FALSE;2005;hip hop, pop;61;;;;;;;;
574;Westlife;You Raise Me Up;241;FALSE;2005;pop;1;;;;;;;;
575;Ray J;One Wish;338;FALSE;2005;hip hop, pop, R&B;62;;;;;;;;
576;Papa Roach;Scars;208;FALSE;2004;rock, metal;60;;;;;;;;
577;Arctic Monkeys;I Bet You Look Good On The Dancefloor;174;FALSE;2006;rock;71;;;;;;;;
578;Shayne Ward;That's My Goal;220;FALSE;2006;pop;1;;;;;;;;
579;Bow Wow;Let Me Hold You (feat. Omarion);248;FALSE;2005;hip hop, pop, R&B;62;;;;;;;;
580;Kaiser Chiefs;I Predict A Riot;233;FALSE;2005;rock;63;;;;;;;;
581;Usher;Caught Up;225;FALSE;2004;hip hop, pop, R&B;61;;;;;;;;
582;Kelly Clarkson;Because of You;219;FALSE;2004;pop, R&B;71;;;;;;;;
583;3 Doors Down;Let Me Go;243;FALSE;2012;pop, rock, metal;52;;;;;;;;
584;Nickelback;Photograph;259;FALSE;2005;rock, metal;67;;;;;;;;
585;T-Pain;I'm Sprung;231;FALSE;2005;hip hop, pop, R&B;0;;;;;;;;
586;Destiny's Child;Cater 2 U;245;FALSE;2004;pop, R&B;58;;;;;;;;
587;The Pussycat Dolls;Stickwitu;208;FALSE;2005;pop, R&B;67;;;;;;;;
588;Ryan Cabrera;TRUE;204;FALSE;2004;pop;62;;;;;;;;
589;Stereophonics;Dakota;297;FALSE;2005;rock, pop;69;;;;;;;;
590;Eminem;Like Toy Soldiers;297;TRUE;2004;hip hop;67;;;;;;;;
591;Nelly;Over And Over;254;TRUE;2004;hip hop, pop, R&B;61;;;;;;;;
592;Coldplay;Speed of Sound;288;FALSE;2005;rock, pop;69;;;;;;;;
593;KT Tunstall;Suddenly I See;202;FALSE;2005;World/Traditional, pop, Folk/Acoustic;71;;;;;;;;
594;Destiny's Child;Girl;224;FALSE;2004;pop, R&B;55;;;;;;;;
595;Kelly Clarkson;Since U Been Gone;189;FALSE;2004;pop, R&B;71;;;;;;;;
596;U2;Sometimes You Can't Make It On Your Own;305;FALSE;2004;World/Traditional, rock;56;;;;;;;;
597;The All-American Rejects;Dirty Little Secret;194;FALSE;2005;rock, pop;65;;;;;;;;
598;Toby Keith;As Good As I Once Was;228;FALSE;2005;country;67;;;;;;;;
