id;artist;song;duration_sec;explicit;year;genre;popularity;;;;;;;;
599;Gwen Stefani;Cool;189;FALSE;2004;pop, R&B;59;;;;;;;;
600;Foo Fighters;Best of You;256;FALSE;2005;rock, metal;76;;;;;;;;
601;Shakira;Hips Don't Lie (feat. Wyclef Jean);218;FALSE;2005;pop, latin;82;;;;;;;;
602;Sean Paul;Temperature;219;FALSE;2005;hip hop, pop;78;;;;;;;;
603;Justin Timberlake;SexyBack (feat. Timbaland);243;TRUE;2006;pop;78;;;;;;;;
604;Beyoncé;Irreplaceable;228;FALSE;2007;pop, R&B;70;;;;;;;;
605;Amy Winehouse;Rehab;215;FALSE;2006;R&B;71;;;;;;;;
606;Rihanna;SOS;239;FALSE;2006;hip hop, pop, R&B;73;;;;;;;;
607;Gnarls Barkley;Crazy;177;FALSE;2006;hip hop, R&B;74;;;;;;;;
608;Busta Rhymes;Touch It;215;TRUE;2006;hip hop, pop;61;;;;;;;;
609;Nelly Furtado;Maneater;259;FALSE;2006;hip hop, pop, latin;79;;;;;;;;
610;Bob Sinclar;Rock This Party - Everybody Dance Now;245;FALSE;2006;pop, Dance/Electronic;69;;;;;;;;
611;Diddy;Come to Me (feat. Nicole Scherzinger);277;TRUE;2006;hip hop, pop;55;;;;;;;;
612;Madonna;Sorry;282;FALSE;2005;pop;61;;;;;;;;
613;Chamillionaire;Ridin';303;TRUE;2005;hip hop, pop;71;;;;;;;;
614;Black Eyed Peas;Pump It;213;FALSE;2005;hip hop, pop;75;;;;;;;;
615;Nelly Furtado;Promiscuous;242;FALSE;2006;hip hop, pop, latin;82;;;;;;;;
616;Fedde Le Grand;Put Your Hands Up for Detroit - Radio Edit;151;FALSE;2015;pop, Dance/Electronic;39;;;;;;;;
617;Sean Paul;(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version;244;FALSE;2006;hip hop, pop;58;;;;;;;;
618;The Pussycat Dolls;Buttons;226;FALSE;2005;pop, R&B;68;;;;;;;;
619;Ciara;Get Up (feat. Chamillionaire);262;FALSE;2006;pop, R&B;59;;;;;;;;
620;Eminem;Shake That;274;TRUE;2005;hip hop;74;;;;;;;;
621;Cherish;Do It To It;226;FALSE;2006;hip hop, pop, R&B;65;;;;;;;;
622;Muse;Supermassive Black Hole;212;FALSE;2006;rock;75;;;;;;;;
623;Chris Brown;Gimme That;187;FALSE;2005;hip hop, pop, R&B;63;;;;;;;;
624;Infernal;From Paris to Berlin;210;FALSE;2004;pop;57;;;;;;;;
625;Cassie;Me & U;192;FALSE;2006;pop, R&B;73;;;;;;;;
626;E-40;U and Dat (feat. T. Pain & Kandi Girl);203;TRUE;2006;hip hop, pop;63;;;;;;;;
627;The Pussycat Dolls;Beep;229;FALSE;2005;pop, R&B;57;;;;;;;;
628;Lil Jon;Snap Yo Fingers;274;FALSE;2006;hip hop, pop;67;;;;;;;;
629;Armand Van Helden;My My My - Radio Edit;190;FALSE;2006;pop, Dance/Electronic;40;;;;;;;;
630;The Notorious B.I.G.;Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster;286;TRUE;2005;hip hop;68;;;;;;;;
631;Yung Joc;It's Goin' Down (feat. Nitti);242;TRUE;2006;hip hop, pop;66;;;;;;;;
632;Shayne Ward;No Promises;223;FALSE;2006;pop;1;;;;;;;;
633;Justin Timberlake;My Love (feat. T.I.);276;FALSE;2006;pop;72;;;;;;;;
634;Nickelback;Savin' Me;219;FALSE;2005;rock, metal;65;;;;;;;;
635;Nelly;Grillz;271;FALSE;2005;hip hop, pop, R&B;60;;;;;;;;
636;Take That;Patience;202;FALSE;2006;pop;64;;;;;;;;
637;Fergie;London Bridge;241;TRUE;2006;pop, R&B;57;;;;;;;;
638;Cascada;Everytime We Touch - Radio Edit;199;FALSE;2011;hip hop, pop, Dance/Electronic;0;;;;;;;;
639;D4L;Laffy Taffy;224;TRUE;2005;hip hop, pop;63;;;;;;;;
640;LL Cool J;Control Myself;234;FALSE;2006;hip hop, pop, R&B;42;;;;;;;;
641;Beyoncé;Deja Vu (feat. Jay-Z);240;FALSE;2007;pop, R&B;57;;;;;;;;
642;P!nk;Stupid Girls;197;TRUE;2006;pop;0;;;;;;;;
643;Eminem;When I'm Gone;281;TRUE;2005;hip hop;68;;;;;;;;
644;Kelis;Bossy;274;FALSE;2006;pop, R&B, Dance/Electronic;50;;;;;;;;
645;Bob Sinclar;Love Generation - Radio Edit;208;FALSE;2005;pop, Dance/Electronic;49;;;;;;;;
646;Meck;Thunder in My Heart Again (Radio Edit);190;FALSE;2005;set();46;;;;;;;;
647;Mary J. Blige;Be Without You - Kendu Mix;246;TRUE;2005;pop, R&B;69;;;;;;;;
648;Girls Aloud;Something Kinda Ooooh;202;FALSE;2012;pop, Dance/Electronic;49;;;;;;;;
649;Rihanna;Unfaithful;227;FALSE;2006;hip hop, pop, R&B;70;;;;;;;;
650;Kanye West;Touch The Sky;237;TRUE;2005;hip hop;73;;;;;;;;
651;Dem Franchize Boyz;Lean Wit It, Rock Wit It;230;TRUE;2006;hip hop, pop;60;;;;;;;;
652;Evanescence;Call Me When You're Sober;215;FALSE;2006;metal;65;;;;;;;;
653;Chingy;Pullin' Me Back;234;TRUE;2006;hip hop, pop, R&B;62;;;;;;;;
654;Nickelback;Far Away;238;FALSE;2005;rock, metal;70;;;;;;;;
655;Fall Out Boy;Dance, Dance;180;FALSE;2005;rock;74;;;;;;;;
656;Leona Lewis;A Moment Like This;257;FALSE;2007;pop, R&B;57;;;;;;;;
657;T.I.;What You Know;274;TRUE;2006;hip hop, pop;64;;;;;;;;
658;Ludacris;Money Maker;231;TRUE;2006;hip hop, pop;62;;;;;;;;
659;Nick Lachey;What's Left Of Me;245;FALSE;2006;pop;37;;;;;;;;
660;Jibbs;Chain Hang Low;208;TRUE;2006;hip hop, pop;56;;;;;;;;
661;Arctic Monkeys;When The Sun Goes Down;202;TRUE;2006;rock;72;;;;;;;;
662;Rascal Flatts;Life is a Highway;277;FALSE;2006;country;0;;;;;;;;
663;Beyoncé;Check On It (feat. Slim Thug);211;FALSE;2006;pop, R&B;45;;;;;;;;
664;Keyshia Cole;Love;255;FALSE;2005;hip hop, pop, R&B;72;;;;;;;;
665;Lily Allen;Smile;197;TRUE;2006;pop;68;;;;;;;;
666;Ne-Yo;Sexy Love;221;FALSE;2006;pop, R&B;67;;;;;;;;
667;JoJo;Too Little Too Late;224;FALSE;2006;hip hop, pop, R&B;48;;;;;;;;
668;Mary J. Blige;One;260;FALSE;2005;pop, R&B;64;;;;;;;;
669;Bubba Sparxxx;Ms. New Booty;253;TRUE;2005;hip hop, pop, country;62;;;;;;;;
670;Amy Winehouse;You Know I'm No Good;257;FALSE;2006;R&B;63;;;;;;;;
671;Rascal Flatts;What Hurts The Most;214;FALSE;2006;country;69;;;;;;;;
672;Red Hot Chili Peppers;Dani California;282;FALSE;2006;rock;76;;;;;;;;
673;Scissor Sisters;I Don't Feel Like Dancin';288;FALSE;2006;pop, rock, Dance/Electronic;63;;;;;;;;
674;Ne-Yo;So Sick;207;FALSE;2006;pop, R&B;75;;;;;;;;
675;Hinder;Lips Of An Angel;261;FALSE;2019;pop, rock, metal;35;;;;;;;;
676;The Raconteurs;Steady, As She Goes;215;FALSE;2006;rock;56;;;;;;;;
677;The Fratellis;Chelsea Dagger;215;FALSE;2006;rock;68;;;;;;;;
678;Fort Minor;Where'd You Go (feat. Holly Brook & Jonah Matranga);232;TRUE;2005;hip hop, pop, rock;42;;;;;;;;
679;The Pussycat Dolls;Stickwitu;208;FALSE;2005;pop, R&B;67;;;;;;;;
680;Panic! At The Disco;I Write Sins Not Tragedies;186;FALSE;2005;rock;70;;;;;;;;
681;James Blunt;Goodbye My Lover;259;FALSE;2005;pop;67;;;;;;;;
682;Christina Aguilera;Ain't No Other Man;229;FALSE;2006;pop;63;;;;;;;;
683;Westlife;The Rose;219;FALSE;2006;pop;0;;;;;;;;
684;Keane;Is It Any Wonder?;186;FALSE;2006;pop;59;;;;;;;;
685;Orson;No Tomorrow;167;FALSE;2006;pop;46;;;;;;;;
686;T-Pain;I'm N Luv (Wit a Stripper) (feat. Mike Jones);265;TRUE;2005;hip hop, pop, R&B;0;;;;;;;;
687;KT Tunstall;Black Horse And The Cherry Tree;172;FALSE;2005;World/Traditional, pop, Folk/Acoustic;64;;;;;;;;
688;Natasha Bedingfield;Unwritten;259;FALSE;2004;pop;2;;;;;;;;
689;Razorlight;America;250;FALSE;2006;rock, pop;67;;;;;;;;
690;James Morrison;You Give Me Something;213;FALSE;2006;pop, R&B;64;;;;;;;;
691;Snow Patrol;You're All I Have;273;FALSE;2006;World/Traditional, rock, pop;35;;;;;;;;
692;The Fray;How to Save a Life;263;FALSE;2005;pop;79;;;;;;;;
693;Sandi Thom;I Wish I Was a Punk Rocker (with Flowers in My Hair);152;FALSE;2006;World/Traditional, pop;61;;;;;;;;
694;My Chemical Romance;Welcome to the Black Parade;311;FALSE;2006;rock;76;;;;;;;;
695;Razorlight;In The Morning;222;FALSE;2006;rock, pop;59;;;;;;;;
696;The All-American Rejects;Dirty Little Secret;194;FALSE;2005;rock, pop;65;;;;;;;;
697;James Morrison;Wonderful World;210;FALSE;2006;pop, R&B;49;;;;;;;;
698;Chris Brown;Yo (Excuse Me Miss);229;FALSE;2005;hip hop, pop, R&B;69;;;;;;;;
699;P!nk;Who Knew;208;FALSE;2006;pop;0;;;;;;;;
700;The Kooks;Naive;204;FALSE;2006;rock;73;;;;;;;;
701;Leona Lewis;Bleeding Love;262;FALSE;2007;pop, R&B;75;;;;;;;;
702;Rihanna;Umbrella;276;FALSE;2008;hip hop, pop, R&B;81;;;;;;;;
703;Britney Spears;Gimme More;251;FALSE;2007;pop;79;;;;;;;;
704;Fergie;Big Girls Don't Cry (Personal);268;FALSE;2006;pop, R&B;76;;;;;;;;
705;Mark Ronson;Valerie (feat. Amy Winehouse) - Version Revisited;219;FALSE;2007;pop;0;;;;;;;;
706;Plain White T's;Hey There Delilah;233;FALSE;2005;pop;78;;;;;;;;
707;Justin Timberlake;What Goes Around.../...Comes Around (Interlude);449;FALSE;2006;pop;70;;;;;;;;
708;Gwen Stefani;The Sweet Escape;246;FALSE;2006;pop, R&B;71;;;;;;;;
709;Timbaland;The Way I Are;179;FALSE;2007;hip hop, pop, R&B;80;;;;;;;;
710;Nelly Furtado;Say It Right;223;FALSE;2006;hip hop, pop, latin;81;;;;;;;;
711;Ida Corr;Let Me Think About It;152;FALSE;2012;set();43;;;;;;;;
712;Alex Gaudino;Destination Calabria - Radio Edit;223;FALSE;2007;Dance/Electronic;73;;;;;;;;
713;September;Cry for You;210;FALSE;2007;pop, Dance/Electronic;65;;;;;;;;
714;Akon;Smack That;212;TRUE;2006;pop;58;;;;;;;;
715;Timbaland;Give It To Me;234;TRUE;2007;hip hop, pop, R&B;70;;;;;;;;
716;50 Cent;Ayo Technology;248;TRUE;2007;hip hop, pop;67;;;;;;;;
717;Eric Prydz;Proper Education - Radio Edit;199;FALSE;2007;pop, Dance/Electronic;0;;;;;;;;
718;Fedde Le Grand;Put Your Hands Up For Detroit - Radio Edit;151;FALSE;2015;pop, Dance/Electronic;0;;;;;;;;
719;Ciara;Like a Boy;237;FALSE;2006;pop, R&B;68;;;;;;;;
720;Kanye West;Stronger;312;TRUE;2007;hip hop;54;;;;;;;;
721;Beyoncé;Beautiful Liar;200;FALSE;2007;pop, R&B;64;;;;;;;;
722;Gym Class Heroes;Cupid's Chokehold / Breakfast in America - Radio Mix;237;FALSE;2007;hip hop, pop;59;;;;;;;;
723;Akon;I Wanna Love You;247;TRUE;2006;pop;53;;;;;;;;
724;Soulja Boy;Crank That (Soulja Boy);222;FALSE;2007;hip hop, pop;74;;;;;;;;
725;Fat Joe;Make It Rain;247;TRUE;2006;hip hop, pop;59;;;;;;;;
726;P!nk;U + Ur Hand;214;TRUE;2006;pop;0;;;;;;;;
727;Rihanna;Shut Up And Drive;212;FALSE;2008;hip hop, pop, R&B;69;;;;;;;;
728;Lloyd;Get It Shawty;210;FALSE;2007;hip hop, pop, R&B;62;;;;;;;;
729;Kanye West;Can't Tell Me Nothing;272;TRUE;2007;hip hop;47;;;;;;;;
730;Camille Jones;The Creeps - Fedde Le Grand Radio Mix;152;FALSE;2006;set();17;;;;;;;;
731;Linkin Park;What I've Done;206;FALSE;2007;rock, metal;77;;;;;;;;
732;Keyshia Cole;Last Night;256;FALSE;2007;hip hop, pop, R&B;60;;;;;;;;
733;Chris Brown;Kiss Kiss (feat. T-Pain);251;FALSE;2007;hip hop, pop, R&B;68;;;;;;;;
734;Shop Boyz;Party Like A Rock Star;253;TRUE;2007;hip hop, pop;61;;;;;;;;
735;Finger Eleven;Paralyzer;208;FALSE;2007;rock, metal;73;;;;;;;;
736;Justin Timberlake;Summer Love;253;FALSE;2006;pop;66;;;;;;;;
737;MiMS;This Is Why I'm Hot;254;TRUE;2007;hip hop, pop;59;;;;;;;;
738;Fabolous;Make Me Better;254;TRUE;2007;hip hop, pop, R&B;62;;;;;;;;
739;Seether;Fake It;194;TRUE;2007;rock, metal;73;;;;;;;;
740;Take That;Patience;202;FALSE;2006;pop;64;;;;;;;;
741;Arctic Monkeys;Brianstorm;173;FALSE;2007;rock;67;;;;;;;;
742;Justin Timberlake;My Love (feat. T.I.);276;FALSE;2006;pop;72;;;;;;;;
743;Fergie;Glamorous;247;TRUE;2006;pop, R&B;64;;;;;;;;
744;Linkin Park;Bleed It Out;166;TRUE;2007;rock, metal;73;;;;;;;;
745;My Chemical Romance;Teenagers;162;FALSE;2006;rock;80;;;;;;;;
746;Calvin Harris;Acceptable in the 80's;334;FALSE;2007;hip hop, pop, Dance/Electronic;57;;;;;;;;
747;Sugababes;About You Now;212;FALSE;2007;pop, R&B;66;;;;;;;;
748;Avril Lavigne;Girlfriend;217;TRUE;2007;pop;75;;;;;;;;
749;Ne-Yo;Because Of You;267;FALSE;2007;pop, R&B;74;;;;;;;;
750;Daughtry;It's Not Over;215;FALSE;2016;pop, rock, metal;45;;;;;;;;
751;Unk;Walk It Out;173;TRUE;2013;hip hop, pop;48;;;;;;;;
752;Lloyd;You;273;FALSE;2007;hip hop, pop, R&B;70;;;;;;;;
753;Klaxons;Golden Skans;165;FALSE;2007;rock;65;;;;;;;;
754;T-Pain;Bartender (feat. Akon);239;TRUE;2007;hip hop, pop, R&B;3;;;;;;;;
755;Baby Boy Da Prince;The Way I Live - Main Explicit;325;TRUE;2006;hip hop, pop;59;;;;;;;;
756;Fergie;Fergalicious;292;TRUE;2006;pop, R&B;63;;;;;;;;
757;Omarion;Ice Box;256;FALSE;2006;hip hop, pop, R&B;57;;;;;;;;
758;Pretty Ricky;On the Hotline - Amended Version;243;FALSE;2007;hip hop, pop, R&B;57;;;;;;;;
759;Nickelback;Rockstar;252;FALSE;2005;rock, metal;69;;;;;;;;
760;Fall Out Boy;Thnks fr th Mmrs;204;FALSE;2007;rock;76;;;;;;;;
761;Justin Timberlake;LoveStoned / I Think She Knows (Interlude);444;TRUE;2006;pop;57;;;;;;;;
762;All Time Low;Dear Maria, Count Me In;183;FALSE;2007;rock;76;;;;;;;;
763;Amy Winehouse;Back To Black;241;TRUE;2006;R&B;76;;;;;;;;
764;Keyshia Cole;Let It Go;238;FALSE;2007;hip hop, pop, R&B;58;;;;;;;;
765;Ciara;Promise;267;FALSE;2006;pop, R&B;56;;;;;;;;
766;Enrique Iglesias;Do You Know? (The Ping Pong Song);220;FALSE;2007;pop, latin;45;;;;;;;;
767;T2;Heartbroken - Edit;179;FALSE;2017;Dance/Electronic;59;;;;;;;;
768;Robyn;With Every Heartbeat;255;FALSE;2005;pop, Dance/Electronic;36;;;;;;;;
769;Maroon 5;Makes Me Wonder;211;TRUE;2007;pop;62;;;;;;;;
770;Fall Out Boy;This Ain't A Scene, It's An Arms Race;212;FALSE;2007;rock;68;;;;;;;;
771;Paramore;Misery Business;212;FALSE;2007;pop, rock;72;;;;;;;;
772;Hinder;Better Than Me;224;FALSE;2019;pop, rock, metal;30;;;;;;;;
773;Huey;Pop, Lock & Drop It - Video Edit;261;FALSE;2006;hip hop, pop;52;;;;;;;;
774;Foo Fighters;The Pretender;269;FALSE;2007;rock, metal;78;;;;;;;;
775;Plies;Shawty (feat. T Pain);255;TRUE;2007;hip hop, pop, R&B;61;;;;;;;;
776;Kaiser Chiefs;Ruby;204;FALSE;2007;rock;67;;;;;;;;
777;Mark Ronson;Stop Me (feat. Daniel Merriweather);233;FALSE;2007;pop;46;;;;;;;;
778;Bow Wow;Outta My System (feat. T-Pain & Johntá Austin);238;FALSE;2006;hip hop, pop, R&B;57;;;;;;;;
779;Jim Jones;We Fly High;236;TRUE;2006;hip hop, pop;0;;;;;;;;
780;The Red Jumpsuit Apparatus;Face Down;192;FALSE;2006;pop;74;;;;;;;;
781;MIKA;Grace Kelly;188;FALSE;2006;pop;69;;;;;;;;
782;Christina Aguilera;Candyman;194;FALSE;2006;pop;66;;;;;;;;
783;Sean Kingston;Beautiful Girls;225;FALSE;2007;hip hop, pop, R&B;78;;;;;;;;
784;Akon;Don't Matter;293;TRUE;2006;pop;52;;;;;;;;
785;James Blunt;1973;280;FALSE;2007;pop;68;;;;;;;;
786;Carrie Underwood;Before He Cheats;200;FALSE;2005;pop, country;76;;;;;;;;
787;Just Jack;Starz In Their Eyes;296;FALSE;2006;Dance/Electronic;52;;;;;;;;
788;T-Pain;Buy U a Drank (Shawty Snappin') (feat. Yung Joc);228;FALSE;2007;hip hop, pop, R&B;2;;;;;;;;
789;Bone Thugs-N-Harmony;I Tried;287;TRUE;2007;hip hop, pop;61;;;;;;;;
790;Avril Lavigne;When You're Gone;240;FALSE;2007;pop;68;;;;;;;;
791;Rich Boy;Throw Some D's;264;TRUE;2007;hip hop, pop;57;;;;;;;;
792;MIKA;Love Today;235;FALSE;2006;pop;57;;;;;;;;
793;Manic Street Preachers;Your Love Alone Is Not Enough (feat. Nina Persson);236;FALSE;2007;rock, pop;53;;;;;;;;
794;Elliott Yamin;Wait for You;261;FALSE;2007;set();58;;;;;;;;
795;Wyclef Jean;Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia);241;FALSE;2007;set();56;;;;;;;;
796;Boys Like Girls;The Great Escape;207;FALSE;2007;pop;62;;;;;;;;
797;Take That;Rule The World - Radio Edit;238;FALSE;2007;pop;58;;;;;;;;
798;J. Holiday;Bed;275;FALSE;2007;hip hop, pop, R&B, Dance/Electronic;64;;;;;;;;
799;Red Hot Chili Peppers;Snow (Hey Oh);335;FALSE;2006;rock;79;;;;;;;;
800;Ludacris;Runaway Love;281;TRUE;2006;hip hop, pop;51;;;;;;;;
801;Flo Rida;Low (feat. T-Pain);231;FALSE;2008;hip hop, pop;80;;;;;;;;
802;Katy Perry;I Kissed A Girl;180;FALSE;2008;pop;73;;;;;;;;
803;Rihanna;Take A Bow;229;FALSE;2008;hip hop, pop, R&B;74;;;;;;;;
804;Alicia Keys;No One;254;FALSE;2007;pop, R&B;77;;;;;;;;
805;Timbaland;Apologize;184;FALSE;2007;hip hop, pop, R&B;74;;;;;;;;
806;Ne-Yo;Miss Independent;232;FALSE;2008;pop, R&B;71;;;;;;;;
807;Chris Brown;With You;252;FALSE;2007;hip hop, pop, R&B;70;;;;;;;;
808;Beyoncé;If I Were a Boy;249;FALSE;2008;pop, R&B;66;;;;;;;;
809;Kardinal Offishall;Dangerous;246;TRUE;2008;hip hop, pop, R&B;75;;;;;;;;
810;Madcon;Beggin (original version);216;FALSE;2007;hip hop, pop;70;;;;;;;;
811;September;Cry for You;210;FALSE;2007;pop, Dance/Electronic;65;;;;;;;;
812;Rihanna;Disturbia;239;FALSE;2008;hip hop, pop, R&B;76;;;;;;;;
813;Guru Josh Project;Infinity 2008;190;FALSE;2011;hip hop;1;;;;;;;;
814;Britney Spears;Break the Ice;196;FALSE;2007;pop;61;;;;;;;;
815;Lil Wayne;Lollipop;299;TRUE;2008;hip hop, pop;69;;;;;;;;
816;Basshunter;Now You're Gone - Video Edit;148;FALSE;2008;pop;63;;;;;;;;
817;Kanye West;Flashing Lights;238;TRUE;2007;hip hop;52;;;;;;;;
818;Madonna;4 Minutes (feat. Justin Timberlake & Timbaland);190;FALSE;2009;pop;71;;;;;;;;
819;Katy Perry;Hot N Cold;220;FALSE;2008;pop;73;;;;;;;;
820;Rihanna;Don't Stop The Music;267;FALSE;2008;hip hop, pop, R&B;77;;;;;;;;
821;Snoop Dogg;Sensual Seduction;246;FALSE;2007;hip hop, pop;56;;;;;;;;
822;Akon;Right Now (Na Na Na);241;FALSE;2008;pop;69;;;;;;;;
823;Britney Spears;Womanizer;224;FALSE;2008;pop;76;;;;;;;;
824;Eric Prydz;Pjanoo - Radio Edit;157;FALSE;2008;pop, Dance/Electronic;65;;;;;;;;
825;Kelly Rowland;Work;208;FALSE;2010;hip hop, pop, R&B;34;;;;;;;;
826;Jeezy;Put On;321;TRUE;2008;hip hop, pop;69;;;;;;;;
827;Madonna;Give It 2 Me;288;FALSE;2008;pop;57;;;;;;;;
828;The Pussycat Dolls;When I Grow Up;246;FALSE;2008;pop, R&B;72;;;;;;;;
829;will.i.am;Heartbreaker;328;TRUE;2007;hip hop, pop;46;;;;;;;;
830;Soulja Boy;Crank That (Soulja Boy);222;FALSE;2007;hip hop, pop;74;;;;;;;;
831;Britney Spears;Piece of Me;212;FALSE;2007;pop;64;;;;;;;;
832;T.I.;Live Your Life;339;TRUE;2008;hip hop, pop;75;;;;;;;;
833;Ne-Yo;Closer;234;FALSE;2008;pop, R&B;65;;;;;;;;
834;Lil Wayne;A Milli;222;TRUE;2008;hip hop, pop;69;;;;;;;;
835;Colby O'Donis;What You Got;243;FALSE;2008;hip hop, pop, R&B;61;;;;;;;;
836;Miley Cyrus;See You Again;190;FALSE;2007;pop;0;;;;;;;;
837;Basshunter;All I Ever Wanted - Radio Edit;176;FALSE;2008;pop;65;;;;;;;;
838;Chris Brown;Kiss Kiss (feat. T-Pain);251;FALSE;2007;hip hop, pop, R&B;68;;;;;;;;
839;Finger Eleven;Paralyzer;208;FALSE;2007;rock, metal;73;;;;;;;;
840;Alesha Dixon;The Boy Does Nothing;211;FALSE;2008;pop;51;;;;;;;;
841;Dizzee Rascal;Dance Wiv Me - Radio Edit;204;FALSE;2011;hip hop, pop, Dance/Electronic;68;;;;;;;;
842;Gabriella Cilmi;Sweet About Me;202;FALSE;2008;R&B;56;;;;;;;;
843;Jack White;Another Way to Die;262;FALSE;2007;rock, blues;56;;;;;;;;
844;Plies;Hypnotized (feat. Akon);188;TRUE;2007;hip hop, pop, R&B;66;;;;;;;;
845;The Pussycat Dolls;I Hate This Part;218;FALSE;2008;pop, R&B;64;;;;;;;;
846;Sean Kingston;Take You There;237;FALSE;2008;hip hop, pop, R&B;65;;;;;;;;
847;Natasha Bedingfield;Pocketful of Sunshine;203;FALSE;2008;pop;62;;;;;;;;
848;The Offspring;You're Gonna Go Far, Kid;178;TRUE;2008;rock, pop, metal;78;;;;;;;;
849;Kanye West;Homecoming;203;TRUE;2007;hip hop;47;;;;;;;;
850;Estelle;American Boy;285;TRUE;2008;R&B;78;;;;;;;;
851;Saving Abel;Addicted;223;TRUE;2008;rock, metal;69;;;;;;;;
852;Pendulum;Propane Nightmares;313;FALSE;2008;Dance/Electronic;57;;;;;;;;
853;The Game;My Life;321;TRUE;2008;hip hop, pop;60;;;;;;;;
854;Danity Kane;Damaged;244;FALSE;2008;pop, R&B;57;;;;;;;;
855;P!nk;So What;215;TRUE;2008;pop;76;;;;;;;;
856;Kanye West;Love Lockdown;270;FALSE;2008;hip hop;66;;;;;;;;
857;Gym Class Heroes;Cookie Jar (feat. The-Dream);216;TRUE;2008;hip hop, pop;54;;;;;;;;
858;M.I.A.;Paper Planes;205;FALSE;2007;pop, rock;1;;;;;;;;
859;3 Doors Down;It's Not My Time;242;FALSE;2008;pop, rock, metal;56;;;;;;;;
860;Kylie Minogue;Wow;191;FALSE;2007;pop, Dance/Electronic;47;;;;;;;;
861;Mariah Carey;Touch My Body;205;FALSE;2008;pop, R&B;0;;;;;;;;
862;MGMT;Kids;303;FALSE;2007;rock;77;;;;;;;;
863;The Ting Tings;Shut Up and Let Me Go;171;FALSE;2007;pop, rock, Dance/Electronic;55;;;;;;;;
864;Lil Wayne;Got Money;245;TRUE;2008;hip hop, pop;58;;;;;;;;
865;Santana;Into the Night (feat. Chad Kroeger);222;FALSE;2007;rock, blues, latin;57;;;;;;;;
866;The-Dream;I Luv Your Girl;268;TRUE;2007;hip hop, pop, R&B;62;;;;;;;;
867;Wiley;Wearing My Rolex - Radio Edit;170;FALSE;2008;hip hop, Dance/Electronic;59;;;;;;;;
868;Usher;Love in This Club (feat. Young Jeezy);260;FALSE;2008;hip hop, pop, R&B;71;;;;;;;;
869;Sam Sparro;Black & Gold - Radio Edit;212;FALSE;2008;pop, Dance/Electronic;53;;;;;;;;
870;"H ""two"" O";What's It Gonna Be (feat. Platnum);207;FALSE;2008;Dance/Electronic;55;;;;;;;;
871;The Ting Tings;That's Not My Name;311;FALSE;2008;pop, rock, Dance/Electronic;51;;;;;;;;
872;Plies;Bust It Baby, Pt. 2 (feat. Ne-Yo);241;TRUE;2008;hip hop, pop, R&B;61;;;;;;;;
873;James Morrison;Broken Strings;250;FALSE;2008;pop, R&B;70;;;;;;;;
874;Leona Lewis;Run;315;FALSE;2007;pop, R&B;62;;;;;;;;
875;Metro Station;Shake It;180;FALSE;2007;pop, rock;67;;;;;;;;
876;T.I.;Whatever You Like;250;TRUE;2008;hip hop, pop;74;;;;;;;;
877;Trey Songz;Can't Help but Wait;206;FALSE;2007;hip hop, pop, R&B;62;;;;;;;;
878;OneRepublic;Stop And Stare;224;FALSE;2007;pop;59;;;;;;;;
879;Alexandra Burke;Hallelujah;218;FALSE;2009;pop;63;;;;;;;;
880;Mary J. Blige;Just Fine;242;FALSE;2007;pop, R&B;64;;;;;;;;
881;Jordin Sparks;One Step At a Time;205;FALSE;2007;pop, R&B;56;;;;;;;;
882;Coldplay;Viva La Vida;242;FALSE;2008;rock, pop;80;;;;;;;;
883;Kings of Leon;Sex on Fire;203;FALSE;2008;rock;80;;;;;;;;
884;Kanye West;Good Life;207;TRUE;2007;hip hop;45;;;;;;;;
885;Duffy;Mercy;220;FALSE;2008;pop, R&B;69;;;;;;;;
886;David Archuleta;Crush;214;FALSE;2008;pop;67;;;;;;;;
887;J. Holiday;Suffocate - Superclean;220;FALSE;2007;hip hop, pop, R&B, Dance/Electronic;58;;;;;;;;
888;Gavin DeGraw;In Love With a Girl;206;FALSE;2008;pop, Folk/Acoustic;51;;;;;;;;
889;Jordin Sparks;Tattoo;233;FALSE;2007;pop, R&B;54;;;;;;;;
890;Coldplay;Violet Hill;223;FALSE;2008;rock, pop;63;;;;;;;;
891;Ray J;Sexy Can I feat. Yung Berg;204;TRUE;2008;hip hop, pop, R&B;1;;;;;;;;
892;Jennifer Hudson;Spotlight;250;FALSE;2008;pop, R&B, easy listening;60;;;;;;;;
893;John Legend;Green Light (feat. André 3000);284;FALSE;2008;pop, R&B;55;;;;;;;;
894;Jonas Brothers;Burnin' Up;175;FALSE;2008;pop;68;;;;;;;;
895;Lupe Fiasco;Superstar (feat. Matthew Santos);289;FALSE;2007;hip hop, pop;64;;;;;;;;
896;Chris Brown;Forever;279;FALSE;2008;hip hop, pop, R&B;74;;;;;;;;
897;Adele;Chasing Pavements;211;FALSE;2008;pop, R&B;1;;;;;;;;
898;Leona Lewis;Better in Time;234;FALSE;2007;pop, R&B;67;;;;;;;;
899;Fergie;Clumsy;240;FALSE;2006;pop, R&B;58;;;;;;;;
